id,date_listed,year,month,year_month,ortsteil,bezirk,kiez_premium,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,has_lift,has_balcony,furnished,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur
R015786,2021-05-23,2021,5,2021-05,Gatow,Spandau,medium,4_room,4,109.2,5,6,new_post_2010,C,True,False,False,13.93,1116,434,1550,10.22
R015787,2023-05-01,2023,5,2023-05,Westend,Charlottenburg-Wilmersdorf,high,3_room,3,90.3,8,8,modern_1990_2010,C,True,True,False,7.45,2031,444,2475,22.48
R015788,2020-08-13,2020,8,2020-08,Hansaviertel,Mitte,high,2_room,2,64.9,2,8,altbau_pre_1949,F,True,False,False,2.26,1304,174,1478,20.11
R015789,2020-07-29,2020,7,2020-07,Friedenau,Tempelhof-Schöneberg,high,2_room,2,61.3,1,3,new_post_2010,A,True,False,True,6.41,1070,211,1281,17.45
R015790,2022-08-30,2022,8,2022-08,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,4_room,4,96.6,1,5,modern_1990_2010,D,True,True,False,6.69,1455,456,1911,15.06
R015791,2024-05-14,2024,5,2024-05,Prenzlauer Berg,Pankow,high,3_room,3,85.6,6,8,altbau_pre_1949,G,True,True,False,3.94,1291,217,1508,15.09
R015792,2025-08-20,2025,8,2025-08,Westend,Charlottenburg-Wilmersdorf,high,2_room,2,71.8,3,6,altbau_pre_1949,G,False,True,False,7.2,1357,200,1557,18.9
R015793,2024-04-07,2024,4,2024-04,Buch,Pankow,low,1_room,1,22.3,3,5,modern_1990_2010,C,True,True,False,15.77,241,83,324,10.82
R015794,2020-12-22,2020,12,2020-12,Treptow,Treptow-Köpenick,medium,1_room,1,34.2,0,8,post_war_1949_1990,G,False,True,True,8.25,218,107,324,6.37
R015795,2026-03-11,2026,3,2026-03,Schmargendorf,Charlottenburg-Wilmersdorf,high,3_room,3,87.4,4,6,post_war_1949_1990,C,False,False,False,8.28,1436,303,1739,16.44
R015796,2021-11-15,2021,11,2021-11,Weißensee,Pankow,medium,2_room,2,71.6,0,3,new_post_2010,A,False,False,False,6.78,1162,226,1388,16.23
R015797,2025-05-09,2025,5,2025-05,Niederschönhausen,Pankow,medium,3_room,3,79.2,1,3,altbau_pre_1949,C,False,True,False,7.63,1749,217,1966,22.09
R015798,2026-04-07,2026,4,2026-04,Französisch Buchholz,Pankow,medium,4_room,4,99.0,3,3,new_post_2010,C,True,False,False,10.68,1712,396,2108,17.3
R015799,2020-03-12,2020,3,2020-03,Buch,Pankow,low,2_room,2,48.0,1,3,modern_1990_2010,G,True,False,False,17.38,244,159,403,5.08
R015800,2024-02-29,2024,2,2024-02,Wedding,Mitte,medium,5_room_plus,5,179.6,0,5,altbau_pre_1949,C,False,False,False,3.78,2929,561,3489,16.31
R015801,2023-01-24,2023,1,2023-01,Moabit,Mitte,medium,1_room,1,44.8,1,3,altbau_pre_1949,D,False,True,False,2.42,756,189,945,16.86
R015802,2023-12-21,2023,12,2023-12,Adlershof,Treptow-Köpenick,medium,2_room,2,61.3,0,6,post_war_1949_1990,D,False,True,False,14.63,543,301,844,8.86
R015803,2022-01-30,2022,1,2022-01,Niederschönhausen,Pankow,medium,2_room,2,62.3,1,5,post_war_1949_1990,E,True,True,False,7.33,450,159,609,7.22
R015804,2023-09-05,2023,9,2023-09,Lichtenrade,Tempelhof-Schöneberg,low,1_room,1,44.1,4,6,post_war_1949_1990,E,False,True,False,12.41,443,216,659,10.06
R015805,2024-05-23,2024,5,2024-05,Dahlem,Steglitz-Zehlendorf,high,3_room,3,83.1,2,6,altbau_pre_1949,F,True,False,False,9.23,1386,269,1656,16.69
R015806,2021-04-11,2021,4,2021-04,Mariendorf,Tempelhof-Schöneberg,medium,3_room,3,101.4,5,6,modern_1990_2010,C,True,False,False,9.06,865,305,1170,8.53
R015807,2025-12-22,2025,12,2025-12,Biesdorf,Marzahn-Hellersdorf,low,5_room_plus,5,199.2,0,3,post_war_1949_1990,G,False,False,True,10.26,1187,508,1695,5.96
R015808,2024-10-20,2024,10,2024-10,Karow,Pankow,low,2_room,2,50.1,1,3,altbau_pre_1949,F,False,False,False,12.42,465,183,647,9.27
R015809,2025-08-17,2025,8,2025-08,Reinickendorf (Ort),Reinickendorf,low,2_room,2,66.1,1,4,post_war_1949_1990,F,False,False,False,6.36,489,189,679,7.4
R015810,2022-03-26,2022,3,2022-03,Halensee,Charlottenburg-Wilmersdorf,high,3_room,3,88.8,1,6,modern_1990_2010,F,True,True,False,5.24,1463,253,1717,16.47
R015811,2023-07-26,2023,7,2023-07,Köpenick (Ort),Treptow-Köpenick,medium,4_room,4,111.4,1,3,altbau_pre_1949,B,False,True,False,15.27,1603,566,2169,14.39
R015812,2021-03-16,2021,3,2021-03,Grünau,Treptow-Köpenick,medium,1_room,1,37.5,1,4,altbau_pre_1949,D,False,False,False,17.77,328,141,469,8.75
R015813,2024-10-04,2024,10,2024-10,Rudow,Neukölln,low,5_room_plus,5,177.3,4,5,post_war_1949_1990,C,False,False,False,12.37,1726,530,2256,9.73
R015814,2023-02-23,2023,2,2023-02,Falkenberg,Lichtenberg,low,2_room,2,53.8,1,4,new_post_2010,C,True,False,True,13.88,613,209,823,11.39
R015815,2021-05-10,2021,5,2021-05,Westend,Charlottenburg-Wilmersdorf,high,3_room,3,77.8,1,6,post_war_1949_1990,D,False,False,False,8.25,783,219,1003,10.07
R015816,2023-01-05,2023,1,2023-01,Müggelheim,Treptow-Köpenick,low,2_room,2,70.4,6,6,modern_1990_2010,G,True,True,True,22.89,665,367,1032,9.46
R015817,2022-08-21,2022,8,2022-08,Nikolassee,Steglitz-Zehlendorf,high,4_room,4,127.3,1,3,modern_1990_2010,A,True,True,False,15.19,2594,465,3059,20.37
R015818,2020-07-15,2020,7,2020-07,Wilmersdorf,Charlottenburg-Wilmersdorf,high,3_room,3,72.6,4,6,altbau_pre_1949,G,False,True,True,5.64,928,257,1185,12.79
R015819,2023-04-21,2023,4,2023-04,Westend,Charlottenburg-Wilmersdorf,high,3_room,3,95.7,3,3,new_post_2010,B,True,True,False,6.95,2424,432,2856,25.32
R015820,2021-02-07,2021,2,2021-02,Plänterwald,Treptow-Köpenick,medium,3_room,3,101.5,2,6,post_war_1949_1990,D,False,False,True,7.1,870,302,1172,8.58
R015821,2021-09-10,2021,9,2021-09,Treptow,Treptow-Köpenick,medium,5_room_plus,5,197.1,2,4,altbau_pre_1949,G,False,True,False,5.41,1828,782,2610,9.27
R015822,2020-04-20,2020,4,2020-04,Mahlsdorf,Marzahn-Hellersdorf,low,2_room,2,34.2,2,5,post_war_1949_1990,F,False,False,False,17.33,167,125,293,4.88
R015823,2025-12-03,2025,12,2025-12,Waidmannslust,Reinickendorf,low,3_room,3,74.6,0,5,new_post_2010,A,True,False,False,8.75,1110,189,1299,14.88
R015824,2022-06-27,2022,6,2022-06,Hansaviertel,Mitte,high,3_room,3,93.4,2,4,altbau_pre_1949,E,False,False,False,2.7,1839,310,2149,19.7
R015825,2022-11-14,2022,11,2022-11,Schmöckwitz,Treptow-Köpenick,medium,1_room,1,34.5,1,6,post_war_1949_1990,E,False,True,False,23.63,286,127,413,8.29
R015826,2020-06-23,2020,6,2020-06,Hermsdorf,Reinickendorf,medium,2_room,2,48.0,2,4,altbau_pre_1949,D,False,False,False,11.16,510,176,686,10.62
R015827,2022-05-12,2022,5,2022-05,Mariendorf,Tempelhof-Schöneberg,medium,3_room,3,61.2,0,6,altbau_pre_1949,F,False,False,True,8.7,615,205,820,10.04
R015828,2021-08-02,2021,8,2021-08,Grunewald,Charlottenburg-Wilmersdorf,high,2_room,2,42.0,2,3,modern_1990_2010,D,True,True,False,9.5,1147,139,1286,27.3
R015829,2023-12-22,2023,12,2023-12,Hansaviertel,Mitte,high,2_room,2,54.8,1,5,modern_1990_2010,C,False,False,False,1.84,1453,230,1683,26.5
R015830,2024-01-20,2024,1,2024-01,Heiligensee,Reinickendorf,medium,1_room,1,35.6,1,6,post_war_1949_1990,F,True,True,False,16.47,432,93,525,12.13
R015831,2025-02-20,2025,2,2025-02,Spandau (Ort),Spandau,low,4_room,4,107.7,2,3,new_post_2010,A_plus,True,True,False,13.57,1593,281,1874,14.79
R015832,2024-12-16,2024,12,2024-12,Halensee,Charlottenburg-Wilmersdorf,high,2_room,2,46.6,2,4,modern_1990_2010,D,True,False,False,6.82,1298,159,1457,27.86
R015833,2025-08-22,2025,8,2025-08,Gatow,Spandau,medium,3_room,3,80.0,1,6,post_war_1949_1990,B,False,True,True,14.6,922,312,1234,11.53
R015834,2021-12-14,2021,12,2021-12,Mariendorf,Tempelhof-Schöneberg,medium,1_room,1,30.9,4,5,altbau_pre_1949,D,False,False,False,7.29,261,103,365,8.45
R015835,2023-03-28,2023,3,2023-03,Wilmersdorf,Charlottenburg-Wilmersdorf,high,1_room,1,26.2,1,3,post_war_1949_1990,E,False,True,False,5.92,492,137,629,18.74
R015836,2022-02-06,2022,2,2022-02,Lichtenberg (Ort),Lichtenberg,medium,2_room,2,71.5,1,5,post_war_1949_1990,G,False,True,False,8.29,536,277,814,7.5
R015837,2025-04-11,2025,4,2025-04,Halensee,Charlottenburg-Wilmersdorf,high,4_room,4,103.9,3,8,modern_1990_2010,B,True,True,True,7.36,2193,305,2498,21.1
R015838,2021-12-11,2021,12,2021-12,Heiligensee,Reinickendorf,medium,2_room,2,73.4,1,8,modern_1990_2010,E,True,True,True,15.08,859,258,1117,11.7
R015839,2022-11-09,2022,11,2022-11,Hansaviertel,Mitte,high,2_room,2,35.7,6,8,altbau_pre_1949,H,False,True,False,1.79,824,153,976,23.06
R015840,2023-07-22,2023,7,2023-07,Lichterfelde,Steglitz-Zehlendorf,medium,2_room,2,26.7,2,6,post_war_1949_1990,C,True,True,False,10.73,317,106,423,11.89
R015841,2023-12-13,2023,12,2023-12,Schmargendorf,Charlottenburg-Wilmersdorf,high,4_room,4,116.2,3,5,altbau_pre_1949,G,False,True,True,7.27,1729,552,2281,14.88
R015842,2023-06-27,2023,6,2023-06,Wannsee,Steglitz-Zehlendorf,high,2_room,2,39.5,0,5,modern_1990_2010,B,False,False,False,19.12,998,137,1135,25.28
R015843,2020-08-15,2020,8,2020-08,Hellersdorf,Marzahn-Hellersdorf,low,1_room,1,37.8,1,3,post_war_1949_1990,B,False,False,False,15.48,244,101,345,6.44
R015844,2024-03-27,2024,3,2024-03,Adlershof,Treptow-Köpenick,medium,3_room,3,78.3,1,6,altbau_pre_1949,H,False,False,False,13.56,1016,299,1316,12.98
R015845,2020-02-15,2020,2,2020-02,Waidmannslust,Reinickendorf,low,1_room,1,32.2,1,3,modern_1990_2010,B,True,False,False,9.25,282,88,370,8.74
R015846,2022-05-08,2022,5,2022-05,Tegel,Reinickendorf,medium,3_room,3,111.6,3,3,modern_1990_2010,C,True,True,False,9.44,922,334,1256,8.26
R015847,2025-04-16,2025,4,2025-04,Schmöckwitz,Treptow-Köpenick,medium,2_room,2,53.0,0,6,post_war_1949_1990,C,True,True,False,22.82,667,201,868,12.58
R015848,2020-03-07,2020,3,2020-03,Malchow,Lichtenberg,low,2_room,2,51.2,3,6,new_post_2010,A_plus,True,True,False,8.59,423,189,613,8.27
R015849,2024-06-14,2024,6,2024-06,Hermsdorf,Reinickendorf,medium,1_room,1,29.5,2,4,altbau_pre_1949,H,False,True,False,12.4,233,111,345,7.91
R015850,2026-02-16,2026,2,2026-02,Buckow,Neukölln,low,2_room,2,68.2,4,5,new_post_2010,C,False,True,False,11.22,1014,240,1255,14.87
R015851,2022-08-05,2022,8,2022-08,Karow,Pankow,low,3_room,3,66.8,4,5,altbau_pre_1949,E,False,True,False,12.97,599,329,928,8.97
R015852,2022-09-17,2022,9,2022-09,Prenzlauer Berg,Pankow,high,4_room,4,130.8,3,3,new_post_2010,B,True,False,True,5.06,3205,670,3875,24.5
R015853,2023-06-23,2023,6,2023-06,Marzahn,Marzahn-Hellersdorf,low,1_room,1,44.5,0,5,post_war_1949_1990,E,True,True,False,12.1,289,204,494,6.51
R015854,2023-07-13,2023,7,2023-07,Halensee,Charlottenburg-Wilmersdorf,high,2_room,2,58.3,5,8,post_war_1949_1990,G,False,True,False,5.73,660,197,857,11.31
R015855,2021-12-08,2021,12,2021-12,Staaken,Spandau,low,2_room,2,58.2,2,5,post_war_1949_1990,F,False,True,False,16.32,288,185,473,4.95
R015856,2024-04-23,2024,4,2024-04,Siemensstadt,Spandau,low,3_room,3,84.0,0,8,altbau_pre_1949,G,True,False,True,8.27,917,278,1195,10.92
R015857,2024-10-22,2024,10,2024-10,Märkisches Viertel,Reinickendorf,low,2_room,2,49.8,7,8,new_post_2010,D,True,False,True,8.97,701,151,852,14.07
R015858,2022-10-24,2022,10,2022-10,Kreuzberg,Friedrichshain-Kreuzberg,high,3_room,3,87.7,3,8,altbau_pre_1949,F,True,True,False,3.37,1921,412,2333,21.91
R015859,2020-06-06,2020,6,2020-06,Hohenschönhausen,Lichtenberg,low,3_room,3,88.6,8,8,altbau_pre_1949,H,False,True,True,10.9,527,319,846,5.95
R015860,2026-04-07,2026,4,2026-04,Konradshöhe,Reinickendorf,medium,3_room,3,78.8,4,4,altbau_pre_1949,G,False,True,False,13.33,892,245,1137,11.32
R015861,2021-11-07,2021,11,2021-11,Reinickendorf (Ort),Reinickendorf,low,2_room,2,62.7,0,6,altbau_pre_1949,G,True,True,False,7.43,582,201,784,9.28
R015862,2024-11-05,2024,11,2024-11,Grünau,Treptow-Köpenick,medium,1_room,1,46.2,2,4,post_war_1949_1990,E,True,False,True,17.37,418,153,571,9.05
R015863,2025-01-29,2025,1,2025-01,Schöneberg,Tempelhof-Schöneberg,high,1_room,1,27.4,2,4,modern_1990_2010,B,True,True,False,4.04,886,83,969,32.33
R015864,2022-09-08,2022,9,2022-09,Kladow,Spandau,medium,2_room,2,61.3,5,6,post_war_1949_1990,E,False,True,False,19.27,630,221,852,10.28
R015865,2021-10-06,2021,10,2021-10,Biesdorf,Marzahn-Hellersdorf,low,2_room,2,48.5,1,6,post_war_1949_1990,G,True,True,False,11.81,240,165,406,4.95
R015866,2020-08-30,2020,8,2020-08,Lichtenberg (Ort),Lichtenberg,medium,4_room,4,113.0,5,8,modern_1990_2010,B,True,True,False,9.43,965,317,1282,8.54
R015867,2021-12-12,2021,12,2021-12,Britz,Neukölln,low,4_room,4,130.9,4,8,post_war_1949_1990,F,True,False,False,8.79,1184,364,1547,9.04
R015868,2020-09-11,2020,9,2020-09,Müggelheim,Treptow-Köpenick,low,4_room,4,103.3,2,5,post_war_1949_1990,F,False,True,False,23.27,506,371,877,4.9
R015869,2024-03-04,2024,3,2024-03,Wilmersdorf,Charlottenburg-Wilmersdorf,high,4_room,4,130.8,6,8,new_post_2010,C,True,False,False,5.78,2496,442,2938,19.08
R015870,2023-09-30,2023,9,2023-09,Hansaviertel,Mitte,high,5_room_plus,5,149.7,2,4,altbau_pre_1949,H,False,False,False,2.22,2748,577,3325,18.35
R015871,2020-07-07,2020,7,2020-07,Gropiusstadt,Neukölln,low,2_room,2,56.4,5,5,altbau_pre_1949,F,True,True,False,10.76,402,214,616,7.14
R015872,2024-10-24,2024,10,2024-10,Hohenschönhausen,Lichtenberg,low,2_room,2,61.1,3,6,modern_1990_2010,F,True,True,False,9.47,492,240,732,8.05
R015873,2025-01-24,2025,1,2025-01,Grunewald,Charlottenburg-Wilmersdorf,high,2_room,2,57.1,5,5,post_war_1949_1990,H,True,True,True,8.35,1234,217,1451,21.6
R015874,2023-02-07,2023,2,2023-02,Wittenau,Reinickendorf,low,4_room,4,118.5,4,6,post_war_1949_1990,C,True,True,False,8.05,812,502,1314,6.85
R015875,2020-04-27,2020,4,2020-04,Köpenick (Ort),Treptow-Köpenick,medium,3_room,3,84.9,0,4,post_war_1949_1990,F,True,False,False,14.65,506,270,776,5.96
R015876,2020-04-20,2020,4,2020-04,Heiligensee,Reinickendorf,medium,5_room_plus,5,170.6,7,8,new_post_2010,A,True,True,True,14.27,1966,429,2395,11.52
R015877,2025-02-23,2025,2,2025-02,Karlshorst,Lichtenberg,medium,4_room,4,85.2,5,5,post_war_1949_1990,D,False,True,True,9.16,1101,213,1315,12.93
R015878,2022-08-13,2022,8,2022-08,Siemensstadt,Spandau,low,2_room,2,69.7,2,3,post_war_1949_1990,G,False,True,False,8.67,457,349,805,6.55
R015879,2021-11-19,2021,11,2021-11,Konradshöhe,Reinickendorf,medium,2_room,2,72.0,0,5,altbau_pre_1949,G,False,False,False,14.48,715,211,926,9.93
R015880,2022-10-18,2022,10,2022-10,Tegel,Reinickendorf,medium,4_room,4,134.5,5,5,post_war_1949_1990,F,False,False,False,9.44,855,703,1559,6.36
R015881,2022-10-09,2022,10,2022-10,Gropiusstadt,Neukölln,low,1_room,1,35.4,1,5,post_war_1949_1990,D,True,False,False,11.39,337,147,484,9.51
R015882,2022-01-27,2022,1,2022-01,Treptow,Treptow-Köpenick,medium,5_room_plus,5,204.6,0,5,post_war_1949_1990,F,False,True,False,6.43,2053,718,2771,10.04
R015883,2022-10-01,2022,10,2022-10,Hermsdorf,Reinickendorf,medium,1_room,1,38.0,3,5,altbau_pre_1949,E,False,True,True,12.4,440,137,577,11.58
R015884,2022-11-30,2022,11,2022-11,Alt-Treptow,Treptow-Köpenick,medium,3_room,3,81.7,3,5,post_war_1949_1990,F,True,False,False,4.85,850,422,1273,10.4
R015885,2021-01-12,2021,1,2021-01,Konradshöhe,Reinickendorf,medium,1_room,1,44.7,2,4,modern_1990_2010,B,True,True,False,13.29,581,130,711,12.99
R015886,2026-01-22,2026,1,2026-01,Lichterfelde,Steglitz-Zehlendorf,medium,5_room_plus,5,124.8,8,8,post_war_1949_1990,E,False,True,False,11.64,2406,447,2853,19.28
R015887,2023-11-14,2023,11,2023-11,Französisch Buchholz,Pankow,medium,3_room,3,87.0,3,4,new_post_2010,B,True,True,False,11.41,1189,448,1637,13.67
R015888,2022-06-20,2022,6,2022-06,Lichtenrade,Tempelhof-Schöneberg,low,2_room,2,73.8,8,8,new_post_2010,B,True,True,False,14.13,838,269,1108,11.37
R015889,2020-01-29,2020,1,2020-01,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,5_room_plus,5,89.5,0,5,post_war_1949_1990,G,False,True,True,6.66,966,248,1214,10.79
R015890,2024-05-11,2024,5,2024-05,Rudow,Neukölln,low,1_room,1,23.6,3,4,post_war_1949_1990,C,True,False,False,12.37,246,75,321,10.42
R015891,2020-06-27,2020,6,2020-06,Alt-Treptow,Treptow-Köpenick,medium,4_room,4,110.1,1,5,post_war_1949_1990,F,True,True,False,5.58,1114,355,1468,10.12
R015892,2025-09-24,2025,9,2025-09,Siemensstadt,Spandau,low,4_room,4,132.3,3,3,altbau_pre_1949,G,False,True,True,7.98,1252,397,1649,9.47
R015893,2020-03-29,2020,3,2020-03,Konradshöhe,Reinickendorf,medium,4_room,4,129.3,1,4,post_war_1949_1990,F,False,True,False,14.84,948,335,1283,7.33
R015894,2023-01-01,2023,1,2023-01,Wannsee,Steglitz-Zehlendorf,high,3_room,3,70.4,2,3,altbau_pre_1949,G,False,False,True,17.94,1501,331,1832,21.31
R015895,2021-09-12,2021,9,2021-09,Friedrichshain,Friedrichshain-Kreuzberg,high,3_room,3,111.5,2,6,post_war_1949_1990,A,False,True,False,5.12,1414,329,1742,12.68
R015896,2026-02-18,2026,2,2026-02,Reinickendorf (Ort),Reinickendorf,low,1_room,1,26.7,0,3,modern_1990_2010,C,True,False,False,6.57,456,81,537,17.08
R015897,2025-06-30,2025,6,2025-06,Westend,Charlottenburg-Wilmersdorf,high,3_room,3,110.5,0,3,modern_1990_2010,C,False,False,False,6.6,1840,331,2171,16.66
R015898,2025-05-08,2025,5,2025-05,Schmargendorf,Charlottenburg-Wilmersdorf,high,3_room,3,100.4,1,3,modern_1990_2010,D,True,False,False,6.59,1658,307,1966,16.52
R015899,2020-01-25,2020,1,2020-01,Tempelhof,Tempelhof-Schöneberg,medium,3_room,3,69.5,0,5,post_war_1949_1990,E,False,True,False,3.16,539,268,807,7.75
R015900,2023-10-07,2023,10,2023-10,Wilmersdorf,Charlottenburg-Wilmersdorf,high,5_room_plus,5,155.4,4,6,modern_1990_2010,C,True,True,False,4.47,3485,604,4090,22.43
R015901,2023-02-27,2023,2,2023-02,Reinickendorf (Ort),Reinickendorf,low,2_room,2,63.2,1,6,modern_1990_2010,D,True,True,False,6.1,805,298,1103,12.74
R015902,2024-09-10,2024,9,2024-09,Wittenau,Reinickendorf,low,3_room,3,95.0,2,4,post_war_1949_1990,D,True,True,False,8.81,975,277,1252,10.27
R015903,2021-07-13,2021,7,2021-07,Grunewald,Charlottenburg-Wilmersdorf,high,4_room,4,64.7,3,8,modern_1990_2010,B,True,False,True,9.19,1159,172,1332,17.91
R015904,2021-01-19,2021,1,2021-01,Märkisches Viertel,Reinickendorf,low,4_room,4,118.9,2,4,altbau_pre_1949,F,False,True,True,8.01,770,447,1218,6.48
R015905,2025-08-06,2025,8,2025-08,Zehlendorf,Steglitz-Zehlendorf,high,2_room,2,58.7,4,5,post_war_1949_1990,C,True,False,True,12.5,1442,233,1675,24.57
R015906,2022-01-22,2022,1,2022-01,Siemensstadt,Spandau,low,2_room,2,51.0,2,4,post_war_1949_1990,C,False,False,False,8.37,370,158,529,7.26
R015907,2025-07-23,2025,7,2025-07,Mahlsdorf,Marzahn-Hellersdorf,low,2_room,2,45.4,5,5,post_war_1949_1990,E,False,True,True,17.02,307,133,441,6.77
R015908,2023-02-13,2023,2,2023-02,Mahlsdorf,Marzahn-Hellersdorf,low,3_room,3,94.6,3,3,post_war_1949_1990,E,False,False,False,15.81,738,500,1238,7.8
R015909,2023-01-27,2023,1,2023-01,Haselhorst,Spandau,low,2_room,2,44.7,4,8,modern_1990_2010,C,True,False,False,10.03,382,203,585,8.55
R015910,2022-06-29,2022,6,2022-06,Rudow,Neukölln,low,1_room,1,36.8,4,5,altbau_pre_1949,E,True,False,True,14.13,434,133,566,11.79
R015911,2021-05-20,2021,5,2021-05,Niederschönhausen,Pankow,medium,1_room,1,39.7,3,6,modern_1990_2010,C,True,True,False,7.11,441,149,590,11.12
R015912,2020-05-28,2020,5,2020-05,Marienfelde,Tempelhof-Schöneberg,low,1_room,1,25.3,0,3,post_war_1949_1990,G,False,True,True,11.45,160,100,260,6.34
R015913,2024-07-19,2024,7,2024-07,Halensee,Charlottenburg-Wilmersdorf,high,4_room,4,114.3,3,3,post_war_1949_1990,F,False,False,False,6.14,1438,396,1833,12.58
R015914,2025-01-17,2025,1,2025-01,Friedrichshain,Friedrichshain-Kreuzberg,high,3_room,3,115.0,4,5,altbau_pre_1949,F,False,True,False,6.05,3052,367,3419,26.54
R015915,2023-09-06,2023,9,2023-09,Tegel,Reinickendorf,medium,1_room,1,37.1,2,5,altbau_pre_1949,D,False,False,False,9.56,463,145,608,12.48
R015916,2020-02-17,2020,2,2020-02,Pankow (Ort),Pankow,medium,3_room,3,102.1,3,3,altbau_pre_1949,H,False,True,False,5.57,1301,312,1613,12.74
R015917,2025-12-22,2025,12,2025-12,Halensee,Charlottenburg-Wilmersdorf,high,1_room,1,37.6,8,8,post_war_1949_1990,C,False,False,False,5.55,682,111,793,18.16
R015918,2025-10-01,2025,10,2025-10,Wedding,Mitte,medium,1_room,1,24.7,5,8,altbau_pre_1949,D,False,True,False,4.67,444,77,521,17.98
R015919,2020-07-13,2020,7,2020-07,Wilmersdorf,Charlottenburg-Wilmersdorf,high,3_room,3,92.3,2,4,modern_1990_2010,B,True,False,False,5.5,1369,242,1611,14.83
R015920,2020-03-25,2020,3,2020-03,Plänterwald,Treptow-Köpenick,medium,4_room,4,132.0,1,5,post_war_1949_1990,F,True,False,True,7.66,785,513,1298,5.95
R015921,2023-01-30,2023,1,2023-01,Französisch Buchholz,Pankow,medium,1_room,1,40.5,2,4,modern_1990_2010,C,True,False,False,9.01,490,202,692,12.11
R015922,2024-08-29,2024,8,2024-08,Hohenschönhausen,Lichtenberg,low,4_room,4,115.6,2,3,post_war_1949_1990,C,False,False,False,9.07,949,417,1366,8.21
R015923,2021-01-19,2021,1,2021-01,Schöneberg,Tempelhof-Schöneberg,high,5_room_plus,5,99.0,3,5,new_post_2010,B,True,False,False,5.1,1458,314,1772,14.73
R015924,2024-12-01,2024,12,2024-12,Steglitz,Steglitz-Zehlendorf,medium,2_room,2,45.7,1,4,altbau_pre_1949,H,False,False,False,5.53,576,155,731,12.61
R015925,2023-03-17,2023,3,2023-03,Tiergarten,Mitte,high,3_room,3,85.7,0,5,modern_1990_2010,A,True,False,False,1.74,1824,358,2182,21.29
R015926,2024-01-11,2024,1,2024-01,Französisch Buchholz,Pankow,medium,1_room,1,25.0,2,4,post_war_1949_1990,D,False,True,False,9.47,315,80,394,12.58
R015927,2023-12-20,2023,12,2023-12,Malchow,Lichtenberg,low,3_room,3,101.4,4,6,post_war_1949_1990,F,False,True,False,9.16,543,528,1071,5.35
R015928,2026-04-26,2026,4,2026-04,Wedding,Mitte,medium,1_room,1,29.1,0,3,post_war_1949_1990,F,False,True,False,3.61,378,76,454,13.01
R015929,2025-05-26,2025,5,2025-05,Moabit,Mitte,medium,2_room,2,54.3,4,6,altbau_pre_1949,C,True,False,False,2.44,1345,189,1533,24.78
R015930,2025-07-26,2025,7,2025-07,Biesdorf,Marzahn-Hellersdorf,low,1_room,1,29.8,3,3,post_war_1949_1990,E,False,False,False,11.99,232,75,307,7.81
R015931,2022-09-30,2022,9,2022-09,Blankenburg,Pankow,low,1_room,1,30.6,4,5,altbau_pre_1949,F,False,False,False,10.41,237,117,354,7.74
R015932,2022-12-12,2022,12,2022-12,Schöneberg,Tempelhof-Schöneberg,high,4_room,4,147.0,3,4,altbau_pre_1949,D,False,False,False,3.29,2270,754,3024,15.44
R015933,2026-03-14,2026,3,2026-03,Wartenberg,Lichtenberg,low,2_room,2,75.7,3,3,modern_1990_2010,B,True,False,False,11.85,720,244,964,9.51
R015934,2024-11-05,2024,11,2024-11,Tempelhof,Tempelhof-Schöneberg,medium,3_room,3,111.1,1,3,post_war_1949_1990,A,False,True,False,5.12,1374,307,1681,12.37
R015935,2021-01-13,2021,1,2021-01,Mitte (Ort),Mitte,high,2_room,2,70.8,5,6,modern_1990_2010,C,True,True,False,2.78,994,233,1227,14.04
R015936,2025-06-17,2025,6,2025-06,Wittenau,Reinickendorf,low,5_room_plus,5,125.5,4,5,modern_1990_2010,C,False,True,False,9.02,1390,388,1778,11.08
R015937,2024-06-13,2024,6,2024-06,Charlottenburg,Charlottenburg-Wilmersdorf,high,2_room,2,56.4,1,3,post_war_1949_1990,D,False,True,True,5.73,987,162,1150,17.51
